0000770000016401|088100011374|CJY2311|0000002000
0000780000026138|040500018793|SJM5738|0000002000
0000790000001533|053600032712|LJM6776|0000009000
0000800000016946|099900025454|SJH1878|0000004000
0000810000010345|002500011821|LJY2059|0000000000
0000820000010176|074400025316|LCY2210|0000000000
0000830000014136|059700013919|CHH3173|0000008000
0000840000016490|021900013809|PKM6405|0000006000
0000850000008822|062300015720|LDH2433|0000003000
0000860000024893|028600031106|LJJ528|0000004000
0000870000021712|027200003219|HJH1525|0000003000
0000880000027943|038700002484|CJY2366|0000009000
0000890000024087|096300012339|LWJ6168|0000005000
0000900000018302|078500026060|PHH3678|0000004000
0000910000011713|039400017036|LWY8671|0000002000
0000920000022136|004900007314|HHC3751|0000007000
0000930000023911|095100020574|SKJ7731|0000001000
0000940000005553|079400015694|CJM3272|0000005000
0000950000002888|023600016260|CSY8513|0000003000
0000960000014504|075000010024|LCH5821|0000006000
0000970000017605|059600025437|LCC4643|0000003000
0000980000023873|076200027635|HHM3758|0000004000
0000990000000227|014300026263|SSY2559|0000003000
0001000000020037|059300020709|LKM8621|0000001000
0001010000010956|041000002220|LSM716|0000006000
0001020000021981|020100013722|HHC1708|0000007000
0001030000015438|086000004995|LCi84|0000006000
0001040000008219|064500023109|PJM1743|0000004000
0001050000026715|073800002045|HCM719|0000009000
0001060000011634|094600016084|CHY8807|0000007000
0001070000021895|093200022120|KJi5979|0000001000
0001080000021817|095400030211|LJG7106|0000007000
0001090000026765|008700020639|HSH9723|0000003000
0001100000022571|001200017389|KSG3191|0000004000
0001110000007883|019300011738|HCM719|0000008000
0001120000000746|002600013131|LJH5646|0000001000
0001130000030913|075100003522|CWY4989|0000005000
0001140000024695|023300005855|LSS918|0000007000
0001150000029846|093000009748|LWH8145|0000004000
0001160000031932|046900013590|SKJ5029|0000001000
0001170000006291|038200004716|LJY4935|0000000000
0001180000014082|081800011298|PKH1987|0000007000
0001190000003493|075400024257|KWM9512|0000009000
0001200000009339|030800005444|PKJ857|0000009000
0001210000018911|007500030158|LKM4423|0000009000
0001220000000698|098400012547|LJJ3119|0000002000
0001230000019190|061600017435|LCH688|0000007000
0001240000014902|063200013291|LSH1573|0000009000
0001250000024772|023900031705|LKY2219|0000009000
0001260000028874|097900019947|CCM406|0000005000
0001270000001990|044700026158|PKS9637|0000004000
0001280000011320|083500002279|PKY8389|0000004000
0001290000021405|092400009728|HDM863|0000007000
0001300000001185|025400023516|PSJ2329|0000000000
0001310000027025|024700009223|CDH2188|0000000000
0001320000026383|086900028441|HJG2237|0000006000
0001330000002825|091500030409|PKH1987|0000007000
0001340000026604|048000005014|LWC8849|0000007000
0001350000012308|018500018695|SJM552|0000002000
0001360000009608|088000005258|CJM3272|0000006000
0001370000012772|082800020674|KJH88|0000002000
0001380000014998|049100029961|PSH6823|0000004000
0001390000001357|015800025314|SSM3843|0000008000
0001400000016559|076400002109|SJH7483|0000002000
0001410000001355|020900018567|LJG448|0000004000
0001420000025294|076800005295|PJM1743|0000002000
0001430000019833|019100019881|LSG5986|0000001000
0001440000032722|010600026255|KWY3258|0000004000
0001450000009370|062700012845|KKH3959|0000000000
0001460000023808|060800021707|KWY5138|0000004000
0001470000030484|022900018531|HKi145|0000003000
0001480000026750|013200023057|PJJ2715|0000003000
0001490000024944|023400005901|LKM1498|0000000000
0001500000003033|068300029962|LCH3934|0000001000
0001510000019164|000100017119|SCS1457|0000001000
0001520000003712|017700024289|LSC8164|0000001000
0001530000004009|093500019523|PKY624|0000003000
0001540000002119|067600001962|LDY8334|0000008000
0001550000015309|088400007179|CSG3568|0000001000
0001560000025573|018100030370|LSM2943|0000007000
0001570000021857|041200030421|HYG4432|0000002000
0001580000029045|029800021316|LYH8325|0000005000
0001590000014116|069500009601|KCM638|0000005000
0001600000002297|061400016762|LYH3300|0000003000
0001610000031479|098600011095|HCH1479|0000002000
0001620000015570|069500009601|SKJ5029|0000003000
0001630000029792|086000004995|CJG4048|0000001000
0001640000007242|004700005577|HJH9594|0000001000
0001650000015111|071300007495|HHM9950|0000005000
0001660000001547|054000031424|LJH4483|0000003000
0001670000017723|043400013196|KSY1610|0000001000
0001680000002725|093600009961|LWM3670|0000006000
0001690000004718|025100016853|PYG7430|0000004000
0001700000024331|036100022586|LSi464|0000006000
0001710000026036|097200024123|LCG6641|0000005000
0001720000024342|079400015694|LKC385|0000006000
0001730000004169|041700023213|KHG9546|0000005000
0001740000008193|033700013159|LJJ6689|0000006000
0001750000019464|038600002220|LCM1298|0000001000
0001760000004844|028700026405|HJM9108|0000005000
0001770000009717|005100018226|CCH2523|0000003000
0001780000014169|076300018615|SJM5738|0000009000
0001790000030899|004400015952|CCY6599|0000001000
0001800000023986|095100020574|SSJ8948|0000006000
0001810000030478|011400017703|SJC4434|0000006000
0001820000031169|077800023350|PCY9316|0000008000
0001830000018035|033300013980|LWH4796|0000001000
0001840000001334|074000010593|KSi2246|0000008000
0001850000010611|024800016664|LKJ5511|0000009000
0001860000029220|098900007644|PJJ2715|0000008000
0001870000014916|074900012284|LJG3965|0000006000
0001880000011652|020600023648|LJS9241|0000007000
0001890000013632|017400003596|CJG4381|0000000000
0001900000012721|010900007521|LSM9325|0000007000
0001910000021348|030100019297|SKH2234|0000004000
0001920000010475|036600019440|PSM7394|0000001000
0001930000013522|048500005765|CDC8479|0000001000
0001940000008149|098100002491|SYY1866|0000004000
0001950000023375|053400025872|SCY5426|0000006000
0001960000018422|063700008478|LSC9265|0000001000
0001970000013510|027700007168|PSY5181|0000005000
0001980000019003|050800004935|HSH3408|0000006000
0001990000013763|016100006558|LWS6082|0000007000
0002000000010611|009300006415|CSM9085|0000009000
0002010000001017|047900012153|LSG1237|0000005000
0002020000013522|091700000910|KJM2540|0000005000
0002030000012477|092700032129|CDC8479|0000005000
0002040000002671|055800010660|SWM6624|0000003000
0002050000000904|094900004667|SSM7167|0000004000
0002060000010694|061500017947|SSM351|0000009000
0002070000021624|009700015778|CJY902|0000005000
0002080000005686|054500024340|SJM3531|0000004000
0002090000030416|003200011445|KDS9094|0000001000
0002100000002436|059600025437|LDi7874|0000003000
0002110000013172|046500002950|SSM351|0000000000
0002120000013911|020800008244|HJY6592|0000000000
0002130000021358|096000000559|HSi2752|0000000000
0002140000006841|022900018531|LHH4752|0000008000
0002150000014956|030200005972|KSY2320|0000003000
0002160000025245|004300003320|HSJ3401|0000007000
0002170000004415|018300011976|LJJ6689|0000002000
0002180000023123|081800011298|LWC8849|0000008000
0002190000000093|029900032473|HSH5439|0000006000
0002200000028949|045200006142|HWM7104|0000002000
0002210000031328|069300021512|CKH705|0000007000
0002220000019326|031000015069|CHY1593|0000002000
0002230000005765|058300022411|KSM8237|0000000000
0002240000026126|083400001550|SJH9909|0000002000
0002250000031534|035600004805|LCM3367|0000008000
0002260000018344|000800025235|HCY1379|0000007000
0002270000022624|058900015943|CWY4989|0000001000
0002280000017427|015300011776|LSM1574|0000003000
0002290000029254|054100004686|CKC8418|0000005000
0002300000020092|028200014070|KKJ6993|0000009000
0002310000015276|022000021196|CHC1201|0000001000
0002320000023538|009500020642|HJH8405|0000003000
0002330000000133|044800000795|PCi8390|0000005000
0002340000021993|005300024681|KKY3373|0000003000
0002350000008294|034300026012|LHJ1751|0000001000
0002360000007352|056700015347|SCY5519|0000001000
0002370000022792|020700017476|KDG7857|0000007000
0002380000006683|096200008040|KCH4441|0000000000
0002390000008394|064600031121|LHH3527|0000003000
0002400000025522|016100006558|CCM1411|0000001000
0002410000004396|097000019267|CSM9209|0000006000
0002420000028032|023300005855|PJH2314|0000009000
0002430000024917|081000005179|CHi99|0000002000
0002440000019564|087800028688|CSG3568|0000005000
0002450000028814|024300009824|PSH6823|0000009000
0002460000002243|016500032034|CCS3936|0000009000
0002470000024773|076400002109|SWY2249|0000003000
0002480000000180|006400019180|HYH9895|0000004000
0002490000016651|097800018898|KKY4711|0000001000
0002500000023251|029300005875|PJi9898|0000002000
0002510000018455|085300024754|LHi3711|0000006000
0002520000002199|096700016110|CCC926|0000003000
0002530000007872|044100026382|HYH8694|0000003000
0002540000022748|002700026364|LHH3527|0000000000
0002550000014983|009400006026|HKS9794|0000009000
0002560000006754|053200018586|LKM9061|0000002000
0002570000018443|030500003697|SJC4434|0000009000
0002580000020044|090400029121|PJY7685|0000009000
0002590000009618|011300028690|CKY2720|0000001000
0002600000027297|087300008744|PCM8128|0000001000
0002610000028039|044200025964|LSM2583|0000004000
0002620000011470|022100003436|LWY864|0000000000
0002630000004342|016500032034|HSJ2292|0000007000
0002640000031779|045400001267|HSS4886|0000004000
0002650000000530|009400006026|KJG9554|0000000000
0002660000023633|089800017427|PJY1681|0000009000
0002670000028336|054000031424|LYH5154|0000007000
0002680000028659|033200009869|LCH2255|0000004000
0002690000002761|042900030022|LHS520|0000006000
0002700000002818|004200029256|SSH1857|0000009000
0002710000027388|035200014241|SHH8467|0000008000
0002720000021854|087700026689|KJi2274|0000008000
0002730000028425|033700013159|LSM838|0000002000
0002740000032076|080400011369|HJH3432|0000005000
0002750000015447|040100029134|LSM2583|0000005000
0002760000031219|024100026881|HSY2370|0000003000
0002770000018544|013100008091|LSY8254|0000001000
0002780000024030|071400015143|LSS918|0000007000
0002790000029568|003900001974|LKH2987|0000009000
0002800000014717|008100019176|LJM999|0000006000
0002810000013017|080300016038|PSY1508|0000006000
0002820000003492|030900006684|KJH4064|0000008000
0002830000019313|073300025442|SJJ7593|0000004000
0002840000019978|072700008311|LSH4250|0000002000
0002850000007266|035400009023|CKY659|0000008000
0002860000029643|092600026977|KJM2540|0000003000
0002870000031081|069100019560|LJJ6689|0000001000
0002880000008167|073900031136|HDC3575|0000009000
0002890000005480|026700023351|SSM7167|0000000000
0002900000019905|056500002255|KSY1610|0000004000
0002910000031973|042600005026|LJH6376|0000005000
0002920000005536|077400022325|KSH9928|0000001000
0002930000008329|045200006142|LSY7523|0000000000
0002940000032562|075600015364|HSY9743|0000001000
0002950000028577|008300027517|LKG2984|0000000000
0002960000025604|068200013341|LJJ6733|0000005000
0002970000000672|088900007970|KJH986|0000000000
0002980000025099|011700023006|LWM2062|0000003000
0002990000021915|037500001141|LKH2293|0000006000
0003000000024094|059900028569|PHi1468|0000000000
0003010000004811|078500026060|SKG3134|0000005000
0003020000005753|098300023028|CSH4545|0000009000
0003030000027919|053500029217|SKH9295|0000006000
0003040000017724|074200006606|LJY5652|0000009000
0003050000002664|083700024703|LJH703|0000009000
0003060000021226|020400027434|PWM7|0000002000
0003070000032379|055600028956|LJG448|0000007000
0003080000006378|057700017728|LCG9630|0000005000
0003090000021778|086300021904|SCJ2323|0000005000
0003100000013322|030800005444|CKY2720|0000008000
0003110000011419|067900014518|LJH6376|0000009000
0003120000026359|060800021707|CSH6127|0000007000
0003130000024743|036000030281|SKY5856|0000005000
0003140000003270|076200027635|HJM2969|0000002000
0003150000017517|002600013131|LWH4796|0000009000
0003160000007022|001200017389|SHM474|0000004000
0003170000027973|090400029121|CDC8479|0000000000
0003180000013899|036500022188|HKH6266|0000001000
0003190000003373|069200003576|LHM951|0000001000
0003200000020637|019900030568|HKi145|0000007000
0003210000023879|071300007495|HSJ2292|0000004000
0003220000024583|011900024793|PCY9316|0000000000
0003230000006233|008000029543|LKM8960|0000009000
0003240000007953|090500007889|LWH6472|0000001000
0003250000001356|074000010593|PJH5133|0000004000
0003260000024486|048100007992|KJH88|0000000000
0003270000004525|029300005875|HJY3935|0000000000
0003280000028054|005900031721|HSY2791|0000004000
0003290000031791|076900029099|LJY7791|0000001000
0003300000000277|006800025809|CCM406|0000008000
0003310000003879|063000003419|CJM3272|0000002000
0003320000016698|064700013950|CJG4048|0000002000
0003330000027407|051300022460|CJi4437|0000004000
0003340000022146|014500007184|CWM905|0000009000
0003350000024835|028300022925|LJY2059|0000008000
0003360000003402|073200025208|LKM1498|0000008000
0003370000023879|017400003596|HYG4432|0000005000
0003380000002136|056000024954|SHG5717|0000002000
0003390000025023|036400019511|PJi3143|0000003000
0003400000000851|086200007753|KHG3310|0000009000
0003410000004213|060900006720|LKM9061|0000009000
0003420000009542|053900016670|SSJ8948|0000006000
0003430000017944|077200005819|LHH5465|0000006000
0003440000025378|015500000421|LHM2552|0000004000
0003450000017527|035400009023|KKH2623|0000004000
0003460000029241|001200017389|CWY4989|0000006000
0003470000027913|028300022925|SHJ670|0000001000
0003480000019139|033400031480|HSH5439|0000000000
0003490000002920|002700026364|SKM718|0000005000
0003500000014940|024100026881|LJY2059|0000007000
0003510000012242|065000018536|HYH8694|0000003000
0003520000001668|042300006697|SHG6962|0000000000
0003530000006567|034900020233|CHC1201|0000004000
0003540000007966|069400005169|PWH5209|0000008000
0003550000012782|093100018082|LCM1298|0000009000
0003560000024818|024000001850|HHG2125|0000006000
0003570000005584|054400001929|KSG1033|0000000000
0003580000026667|005900031721|SKS8149|0000002000
0003590000012570|011700023006|PHY166|0000003000
0003600000029401|032900002981|HKJ2836|0000006000
0003610000026815|043800006329|SCH1384|0000005000
0003620000021360|064800031823|HSY2370|0000004000
0003630000021844|016200023705|HJM3627|0000006000
0003640000029512|098700005091|SJJ7593|0000008000
0003650000003475|001500012589|PJG4550|0000003000
0003660000025883|096000000559|SSY6069|0000009000
0003670000000217|091500030409|PKY4872|0000008000
0003680000001930|012800027223|KJC869|0000001000
0003690000024999|051700031748|LCi6934|0000001000
0003700000014232|053800004002|LYM7673|0000006000
0003710000008229|014600029086|CDH2188|0000009000
0003720000004909|014400027942|SSY1747|0000000000
0003730000029850|007200001239|LHY5637|0000000000
0003740000019348|030400016448|SSJ8948|0000008000
0003750000031221|040600022340|LYY4485|0000009000
0003760000002045|046800028454|LHY5087|0000001000
0003770000022600|049000006088|LDM2725|0000004000
0003780000022524|095400030211|PSJ4080|0000003000
0003790000032583|059400006540|HJJ3854|0000004000
0003800000013833|020500009895|CCY1777|0000000000
0003810000028877|065900021344|HWM7104|0000003000
0003820000006654|045100000642|LKJ3171|0000007000
0003830000007000|065400011372|LJH5953|0000000000
0003840000007068|092500016966|LCY2210|0000008000
0003850000017544|034100016652|KKY2046|0000002000
0003860000009478|095400030211|PCY9316|0000002000
0003870000000932|053100015756|KSG1033|0000009000
0003880000013636|082800020674|SJC456|0000001000
0003890000019476|080100012195|HYH9895|0000009000
0003900000012993|038600002220|PKH6309|0000006000
0003910000002024|087300008744|SJM5738|0000003000
0003920000019918|077200005819|PWi2635|0000009000
0003930000016976|059900028569|CSi7270|0000005000
0003940000029469|075400024257|SHi4757|0000009000
0003950000025122|029100000820|PDH1137|0000004000
0003960000020038|013300012479|LHi3711|0000005000
0003970000029784|052900000142|SWM344|0000008000
0003980000023621|001900019131|SJM197|0000004000
0003990000001679|052100016782|LJG3965|0000009000
0004000000003578|044000004249|LHY8122|0000004000
0004010000004489|033600012865|PKJ857|0000001000
0004020000031400|072800023809|HHJ620|0000004000
0004030000029611|022000021196|LKY8348|0000004000
0004040000008823|016600000940|CCY6193|0000004000
0004050000031615|095600005565|CSY5521|0000008000
0004060000016627|026500015096|LKJ1726|0000000000
0004070000000563|036600019440|LJS9241|0000006000
0004080000012170|082500010104|HJi2590|0000007000
0004090000005657|047000031618|PDM1383|0000002000
0004100000022545|048600032358|CCG856|0000000000
0004110000013606|004600023044|LJH1300|0000001000
0004120000014144|036900020272|CSi2427|0000001000
0004130000006003|027200003219|SCG2427|0000002000
0004140000028465|035300004465|CSJ3464|0000006000
0004150000002494|079000016488|LHH2406|0000004000
0004160000027109|021600029694|CSC5305|0000003000
0004170000022506|016300028024|LWM3670|0000005000
0004180000003007|025900022023|PSY5889|0000009000
0004190000018298|096700016110|CKY2881|0000003000
0004200000030215|041400025954|HJY5196|0000002000
0004210000008730|067900014518|LSC9265|0000007000
0004220000022888|005300024681|CJJ2920|0000004000
0004230000020503|088300022262|PJC6309|0000000000
0004240000022643|036400019511|LDH3041|0000006000
0004250000000738|019000024716|KJJ1121|0000003000
0004260000031258|074400025316|HWM7104|0000009000
0004270000028561|057000022962|PHS8836|0000007000
0004280000011317|059500022734|CHG6826|0000005000
0004290000006494|022500028906|HKM5699|0000007000
0004300000022017|075600015364|KSH9928|0000009000
0004310000011302|088400007179|LSM3138|0000006000
0004320000031388|018100030370|SYG5828|0000005000
0004330000026347|033600012865|CYY4991|0000006000
0004340000027530|056400013777|CSG2340|0000005000
0004350000005714|067600001962|KKJ1488|0000004000
0004360000002867|067400025408|LCH3934|0000007000
0004370000007974|096400009657|CCS3936|0000000000
0004380000008034|001500012589|SYG5828|0000001000
0004390000006355|027400023744|PHY701|0000007000
0004400000013256|074000010593|LYY5623|0000003000
0004410000030700|023200018240|HKC7797|0000006000
0004420000003191|073500027549|SSY2559|0000001000
0004430000018597|019000024716|KKY2046|0000006000
0004440000010344|010700004728|SYS2303|0000002000
0004450000031065|080200002570|PCY3623|0000000000
0004460000021493|061300020855|LYH5778|0000004000
0004470000013574|061100028035|KDi1056|0000001000
0004480000019295|057600002816|PKY8389|0000001000
0004490000019916|051800012589|CYY4991|0000002000
0004500000027977|050500023255|PSM8880|0000003000
0004510000014194|056100013648|SKG9760|0000001000
0004520000032059|074000010593|CJM3272|0000003000
0004530000004577|041900005681|LJJ8097|0000007000
0004540000030241|049400005400|LSH9651|0000004000
0004550000017319|000200019262|LJG2135|0000008000
0004560000027849|015300011776|LKi8322|0000003000
0004570000009333|091400021289|HCH1200|0000008000
0004580000000616|028300022925|LJM7512|0000000000
0004590000014241|008500000185|LSM2583|0000000000
0004600000026390|011900024793|PJS2636|0000006000
0004610000030373|057300004031|SSM7167|0000002000
0004620000027725|076200027635|KWY5138|0000000000
0004630000011166|086000004995|SKH5052|0000009000
0004640000010094|009500020642|CCM287|0000006000
0004650000023502|045300012763|LDH2433|0000004000
0004660000009277|063600011042|SHG6962|0000004000
0004670000016923|006400019180|LKJ883|0000003000
0004680000010080|071500019056|HJC3145|0000005000
0004690000022925|003400000015|KJG6335|0000006000
0004700000000227|098600011095|PWM6381|0000009000
0004710000030675|091500030409|PJJ3473|0000008000
0004720000028343|095500010227|SJM6875|0000009000
0004730000030655|047800023370|PSH2012|0000003000
0004740000003886|059700013919|LHM1380|0000004000
0004750000029638|034800028375|SSi2599|0000002000
0004760000025472|092900031690|HJG8725|0000005000
0004770000004225|095300016923|HSH9723|0000007000
0004780000025162|035700026836|SJC6780|0000009000
0004790000022319|020600023648|SCY4737|0000001000
0004800000006666|074800004560|CSH7954|0000000000
0004810000008240|057300004031|HSC1606|0000001000
0004820000025508|058800027922|KKC2375|0000002000
0004830000003467|040000004416|LYM5659|0000009000
0004840000009440|085500028309|CKY2881|0000004000
0004850000005481|095500010227|HSM9467|0000001000
0004860000008938|083600031339|CSH9725|0000008000
0004870000007320|001300032655|HDC3575|0000003000
0004880000025808|088300022262|HCH1647|0000005000
0004890000008457|047500024642|SSY4664|0000006000
0004900000009736|049900023465|SSG538|0000006000
0004910000029779|092500016966|PSC1854|0000005000
0004920000022759|098400012547|CCH1421|0000004000
0004930000001581|051100013975|PSJ4080|0000007000
0004940000014635|070100026060|LSH4982|0000006000
0004950000016119|076900029099|LWY8671|0000005000
0004960000028274|046300009241|SSH9264|0000007000
0004970000027186|039100026258|LKG4735|0000003000
0004980000016064|037800016193|LKi8322|0000009000
0004990000012548|070600025077|PJM8772|0000001000
0005000000020733|003300023799|HJM3434|0000004000
0005010000009398|063700008478|HSC4340|0000005000
0005020000032629|077000025946|KSM3741|0000006000
0005030000022837|014500007184|SSY167|0000009000
0005040000014934|075200005165|KKJ4199|0000000000
0005050000003988|014500007184|HDH9375|0000006000
0005060000031286|020000017744|HSJ2615|0000001000
0005070000028807|060700024299|LSJ1113|0000003000
0005080000017034|034800028375|LCG9630|0000007000
0005090000022250|066100019452|LSJ6467|0000009000
0005100000013360|048300024231|LKJ2182|0000005000
0005110000010808|012500013032|LDY7833|0000007000
0005120000012262|024600021479|PCH2395|0000006000
0005130000018709|057000022962|LSG8170|0000008000
0005140000002256|063600011042|LCG4688|0000007000
0005150000000965|026800012339|LJH883|0000009000
0005160000018166|050400015802|HSG5584|0000006000
0005170000009906|022400016620|SCS1457|0000002000
0005180000031172|043800006329|LJM814|0000007000
0005190000005354|077400022325|PJH7180|0000007000
0005200000006793|006600003123|HSH832|0000000000
0005210000029342|057700017728|KHH1156|0000005000
0005220000032504|052100016782|KJM2540|0000005000
0005230000024485|064200031712|PJi3539|0000007000
0005240000023466|070100026060|KHH4068|0000002000
0005250000016887|074100006568|PWS2865|0000002000
0005260000022169|046900013590|KJH5106|0000004000
0005270000008242|093100018082|HKG294|0000005000
0005280000010662|002700026364|KSJ700|0000009000
0005290000003096|085400001158|CHH5459|0000001000
0005300000021781|038000016556|LCM1161|0000001000
0005310000007438|045600013826|CHC1201|0000004000
0005320000025100|037200015215|LJC6380|0000008000
0005330000031391|094100008540|PKY8923|0000001000
0005340000013591|079900009455|LKY3288|0000006000
0005350000030455|051600021789|PSJ4080|0000008000
0005360000028839|064100028180|SJJ7593|0000000000
0005370000014697|070600025077|CKH8620|0000009000
0005380000026510|067100010652|HHJ620|0000004000
0005390000030954|005500014905|CSY8042|0000009000
0005400000008069|087600013187|LDY3765|0000007000
0005410000018067|039800006716|SWJ4555|0000004000
0005420000025511|034900020233|KJY4918|0000003000
0005430000026659|022500028906|CJG4048|0000007000
0005440000026355|058100002428|LHY5087|0000001000
0005450000017019|067600001962|KKG2172|0000005000
0005460000030413|077800023350|HSH3408|0000000000
0005470000021536|002100026861|PSY5889|0000006000
0005480000015742|042900030022|CSY3983|0000008000
0005490000016316|093000009748|SJJ3282|0000008000
0005500000005295|096600031619|SKG3134|0000002000
0005510000026269|083500002279|SJC6831|0000002000
0005520000026610|021400002666|KSM3741|0000004000
0005530000004916|015600016063|LCH3934|0000005000
0005540000010041|024300009824|KHJ8697|0000001000
0005550000013208|055600028956|LCM3447|0000005000
0005560000018781|078400032454|PJC6309|0000000000
0005570000009217|096900024734|CKY2720|0000005000
0005580000024217|042600005026|CHC1201|0000000000
0005590000002381|043300011072|HSJ9332|0000001000
0005600000013068|006800025809|LJG6921|0000003000
0005610000015230|054600012726|PSM5495|0000006000
0005620000000314|007600029959|SHi4757|0000000000
0005630000016442|086800004288|HSJ4453|0000006000
0005640000013451|078000018367|LYM5659|0000005000
0005650000021833|018500018695|CSi7270|0000005000
0005660000015307|043400013196|CKG9764|0000005000
0005670000002843|011600010913|SWM6624|0000004000
0005680000027561|013600020588|LKM1498|0000004000
0005690000028480|009500020642|LYM8416|0000002000
0005700000028984|067600001962|PSG7040|0000003000
0005710000018158|024300009824|SJM6875|0000009000
0005720000021617|025700029389|CJG5732|0000005000
0005730000022910|010000029511|HHM3758|0000004000
0005740000002735|085200023435|SCM4327|0000001000
0005750000019183|082700003707|PJG4550|0000000000
0005760000006449|003300023799|CKH6871|0000005000
0005770000001634|036200031947|KSi2246|0000009000
0005780000018331|090800031426|LHM951|0000002000
0005790000014492|074700005034|LJS9241|0000001000
0005800000025206|068000007896|HJJ3854|0000006000
0005810000023175|054600012726|LHH5465|0000004000
0005820000003499|054700009837|PWY7557|0000005000
0005830000019377|028600031106|CYG9016|0000002000
0005840000009996|060700024299|KSM3741|0000002000
0005850000031947|014800000917|PHY984|0000004000
0005860000014540|056200026238|CCY910|0000002000
0005870000010796|052400012665|HSJ9974|0000009000
0005880000031745|097500017090|LHS2248|0000003000
0005890000009804|012900009270|SWS6288|0000006000
0005900000027433|046800028454|KSM898|0000005000
0005910000013385|082900002330|PCH9981|0000008000
0005920000025762|009800032684|KKi6363|0000001000
0005930000029285|040400022275|LJS9241|0000006000
0005940000023857|082400011020|HJH6692|0000001000
0005950000021638|002800002708|LKG2984|0000007000
0005960000008828|000100017119|SJH7483|0000009000
0005970000011957|077100005177|CKY8771|0000007000
0005980000011664|080100012195|KWJ8046|0000007000
0005990000020383|049700008864|CCG608|0000002000
0006000000001372|097900019947|LKH8076|0000002000
0006010000011031|001800031676|SCG2427|0000001000
0006020000012595|034200030806|SKM4367|0000008000
0006030000005266|049300010033|PSS1979|0000001000
0006040000015182|077100005177|CKG2442|0000000000
0006050000002474|047100023546|KHG9546|0000003000
0006060000017224|065700031885|HJH1525|0000000000
0006070000003228|048100007992|SSH349|0000002000
0006080000008352|057700017728|LSH2460|0000002000
